corderon;sciel;shadow;defense;luck;en;ST_Items/ITEM_Corderon_Name;Sinister Cave;;ST_PassiveEffects/PASSIVE_Foretell_CurseSelfButDMG+_Description;ST_PassiveEffects/PASSIVE_Foretell_ResetCurseOnTwilight_Description;ST_PassiveEffects/PASSIVE_Foretell_InstantReplayOnTwilight_Description
direton;sciel;earth;agility;defense;en;ST_Items/ITEM_Direton_Name;;Persik, Merchants;ST_PassiveEffects/PASSIVE_Foretell_GainAPPerMoonChargeOnTurnStart_Description;ST_PassiveEffects/PASSIVE_Foretell_AttackGainMoonCharge_Description;ST_PassiveEffects/PASSIVE_Foretell_BaseAttackConsumeAllAPOnTwilight_Description
garganon;sciel;fire;vitality;defense;en;ST_Items/ITEM_Garganon_Name;;Chromatic Gargant, Optional Bosses, Melosh, Merchants;ST_PassiveEffects/PASSIVE_Foretell_ApplyBurnOnHitTakenOnSun_Description;ST_PassiveEffects/PASSIVE_Foretell_ApplyBurnPerSunChargeOnCounterAttack_Description;ST_PassiveEffects/PASSIVE_Foretell_AttackConsumeSunCharge_Description
gobluson;sciel;fire;defense;agility;en;ST_Items/ITEM_Gobluson_Name;;Chromatic Goblu, Optional Bosses, Goblu, Story Bosses, Bruler, Merchants;ST_PassiveEffects/PASSIVE_Foretell_PropagateForetellOnApplication_Description;ST_PassiveEffects/PASSIVE_Foretell_ApplyBurnEveryXForetell_Description;ST_PassiveEffects/PASSIVE_SkillsFireDMG+_Description
guleson;sciel;lightening;none;none;en;ST_Items/ITEM_Reacheron_1_Name;;;ST_PassiveEffects/PASSIVE_Foretell_OnTwilightSwitchApplyMarkAOE_Description;ST_PassiveEffects/PASSIVE_Foretell_DontRemoveMarkOnTwilight_Description;ST_PassiveEffects/PASSIVE_Foretell_ApplyForetellOnApplyMark_Description
hevason;sciel;physical;vitality;defense;en;ST_Items/ITEM_Hevason_Name;;;ST_PassiveEffects/PASSIVE_Foretell_ConsumeChargesOnFreeAim_Description;ST_PassiveEffects/PASSIVE_Foretell_GivesAPOnConsumingCharge_Description;ST_PassiveEffects/PASSIVE_Foretell_AttackGainMoonCharge_Description
litheson;sciel;physical;luck;agility;en;ST_Items/ITEM_Reacheron_2_Name;;Lumière Citizen, Regular Enemies;ST_PassiveEffects/PASSIVE_Foretell_ApplyGreaterRushSlowOnSunMoon_Description;ST_PassiveEffects/PASSIVE_Foretell_ApplyGreaterRushSlowOnTwilight_Description;ST_PassiveEffects/PASSIVE_GainAPOnApplyBuffsDebuffs_Description
lusteson;sciel;shadow;vitality;agility;en;ST_Items/ITEM_Lusteson_Name;;Chromatic Luster, Optional Bosses;ST_PassiveEffects/PASSIVE_Foretell_PropagationOnKill_Description;ST_PassiveEffects/PASSIVE_Foretell_MarkOnConsume_Description;ST_PassiveEffects/PASSIVE_SkillsDarkDMG+_Description
martenon;sciel;earth;none;none;en;ST_Items/ITEM_Sirenon_2_Name;;Cruler (Merchant), Merchants, Fusoka, Merchants;ST_PassiveEffects/PASSIVE_Foretell_DealAOEDamagePerChargeOnTwilightSwitch_Description;ST_PassiveEffects/PASSIVE_Foretell_ApplyForetellPerChargeOnTwilightSwitch_Description;ST_PassiveEffects/PASSIVE_Foretell_DoubleChargeGain_Description
minason;sciel;physical;luck;vitality;en;ST_Items/ITEM_Minason_Name;;Chromatic Chapelier, Optional Bosses;ST_PassiveEffects/PASSIVE_Foretell_SunSkillsDMG+PerForetell_Description;ST_PassiveEffects/PASSIVE_Foretell_SunAPIncrease_Description;ST_PassiveEffects/PASSIVE_Foretell_AttackConsumeSunCharge_Description
moisson;sciel;physical;agility;luck;en;ST_Items/ITEM_Contorson_Name;;Chromatic Moissonneuse, Optional Bosses;ST_PassiveEffects/PASSIVE_Foretell_DarkConversionOnTwilight_Description;ST_PassiveEffects/PASSIVE_SkillsDarkDMG+_Description;ST_PassiveEffects/PASSIVE_Foretell_BuffsOnStates_Description
ramasson;sciel;physical;luck;vitality;en;ST_Items/ITEM_Ramasson_Name;;Ramasseur, Weak Enemies;ST_PassiveEffects/PASSIVE_Foretell_HealOnTurnStartConsumeMoonCharge_Description;ST_PassiveEffects/PASSIVE_Foretell_AttackGainMoonCharge_Description;ST_PassiveEffects/PASSIVE_Foretell_MoonSkillsCharge+_Description
rangeson;sciel;shadow;agility;defense;en;ST_Items/ITEM_Rangeson_Name;;Jerijeri, Merchants;ST_PassiveEffects/PASSIVE_Foretell_HealSelfOnConsume_Description;ST_PassiveEffects/PASSIVE_HealAPCost-_Description;ST_PassiveEffects/PASSIVE_Foretell_HealEfficiencyPerMoonCharge_Description
sadon;sciel;light;agility;defense;en;ST_Items/ITEM_Sadon_Name;;Blooraga, Merchants, Cribappa, Merchants;ST_PassiveEffects/PASSIVE_Foretell_ShieldOnTurnStartWhenSunCharge_Description;ST_PassiveEffects/PASSIVE_Foretell_ApplyForetellOnShieldBreakPerSunCharge_Description;ST_PassiveEffects/PASSIVE_Foretell_GivesSunChargesOnCounterAttack_Description
scieleson;sciel;physical;agility;luck;en;ST_Items/ITEM_Scieleson_Name;;;;;
tisseron;sciel;lightening;agility;defense;en;ST_Items/ITEM_Sirenon_1_Name;;Sirène, Story Bosses;ST_PassiveEffects/PASSIVE_Foretell_ExtendOrIncreaseTwilight_Description;ST_PassiveEffects/PASSIVE_Foretell_ExtendTwilight_Description;ST_PassiveEffects/PASSIVE_Foretell_InstantReplayOnTwilight_Description
abysseram;verso;physical;vitality;defense;en;ST_Items/ITEM_Abysseram_Name;;;ST_PassiveEffects/PASSIVE_Perfection_IncreasedDamageOnRankD_Description;ST_PassiveEffects/PASSIVE_AugmentedAttack_Description;ST_PassiveEffects/PASSIVE_Perfection_AttackLifestealOnD_Description
baguette;verso;void;agility;defense;en;ST_Items/ITEM_SkinVerso_Baguette_Name;;;;;
blodam;verso;light;agility;defense;en;ST_Items/ITEM_Blodam_Name;;;ST_PassiveEffects/PASSIVE_Perfection_PerfectionBaseOnCurrentHP_Description;ST_PassiveEffects/PASSIVE_SkillsLightDMG+_Description;ST_PassiveEffects/PASSIVE_Perfection_GainAPOnRankUp_Description
chevalam;verso;physical;luck;agility;en;ST_Items/ITEM_Chevalam_Name;;;ST_PassiveEffects/PASSIVE_Perfection_StartRankSButNoHeal_Description;ST_PassiveEffects/PASSIVE_DMG+WhenNoDMGTaken_Description;ST_PassiveEffects/PASSIVE_Perfection_RushOnS_Description
confuso;verso;light;luck;agility;en;ST_Items/ITEM_Confuso_Name;;;ST_PassiveEffects/PASSIVE_LightDMGBurnOnCrit_Description;ST_PassiveEffects/PASSIVE_MarkIsBurn_Description;ST_PassiveEffects/PASSIVE_Perfection_BurnDamagePerRank_Description
contorso;verso;lightening;defense;agility;en;ST_Items/ITEM_Moissoso_Name;;Contorsionniste, Optional Bosses;ST_PassiveEffects/PASSIVE_Perfection_SwitchRankSOnBreak_Description;ST_PassiveEffects/PASSIVE_Perfection_AlwaysCritOnRankS_Description;ST_PassiveEffects/PASSIVE_TriggerLightningOnCrit_Description
corpeso;verso;fire;agility;vitality;en;ST_Items/ITEM_Corpeso_Name;;Noire, Optional Bosses;ST_PassiveEffects/PASSIVE_Perfection_BurnOnBaseAtkPerRank_Description;ST_PassiveEffects/PASSIVE_Perfection_GainAPOnRankUp_Description;ST_PassiveEffects/PASSIVE_Perfection_BurnDamagePerRank_Description
cruleram;verso;ice;defense;luck;en;ST_Items/ITEM_Cruleram_Name;;;ST_PassiveEffects/PASSIVE_Perfection_NoPerfectionLossOnPowerlessEnemy_Description;ST_PassiveEffects/PASSIVE_Perfection_Perfection+1OnPowerlessEnemy_Description;ST_PassiveEffects/PASSIVE_PowerlessOnCounter_Description
cultam;verso;shadow;agility;defense;en;ST_Items/ITEM_Cultam_Name;;;ST_PassiveEffects/PASSIVE_Perfection_PerfectionLostOnHeal_Description;ST_PassiveEffects/PASSIVE_APOnCounter_Description;ST_PassiveEffects/PASSIVE_Perfection_RankUpOnCounter_Description
danseso;verso;fire;luck;agility;en;ST_Items/ITEM_Danseso_Name;;Chromatic Danseuse, Optional Bosses;ST_PassiveEffects/PASSIVE_Perfection_DoublePerfectionVSBurn_Description;ST_PassiveEffects/PASSIVE_PowerfulBurn_Description;ST_PassiveEffects/PASSIVE_Perfection_GainAPOnRankUp_Description
delaram;verso;light;luck;vitality;en;ST_Items/ITEM_Delaram_Name;;;ST_PassiveEffects/PASSIVE_Perfection_StartRankBButLessHP_Description;ST_PassiveEffects/PASSIVE_AttackLifesteal_Description;ST_PassiveEffects/PASSIVE_Perfection_PowerfulOnB_Description
demonam;verso;light;agility;defense;en;ST_Items/ITEM_Demonam_Name;;;ST_PassiveEffects/PASSIVE_DMG+OnAlternatingPhysicalLight_Description;ST_PassiveEffects/PASSIVE_SkillsPhysicalDMG+_Description;ST_PassiveEffects/PASSIVE_LightSkillsRegenHP_Description
dreameso;verso;physical;agility;luck;en;ST_Items/ITEM_Sireso_2_Name;;Clair Obscur, Optional Bosses;ST_PassiveEffects/PASSIVE_Perfection_RankUpOnCounter_Description;ST_PassiveEffects/PASSIVE_AugmentedCounter_Description;ST_PassiveEffects/PASSIVE_APOnCounter_Description
dualiso;verso;lightening;defense;vitality;en;ST_Items/ITEM_Dualim_Name;;Dualliste, Story Bosses;ST_PassiveEffects/PASSIVE_AttackPlayAgain_Description;ST_PassiveEffects/PASSIVE_AugmentedAttack_Description;ST_PassiveEffects/PASSIVE_Perfection_Attackx2_Description
gaulteram;verso;earth;agility;luck;en;ST_Items/ITEM_Gaulteram_Name;;Cribappa, Merchants;ST_PassiveEffects/PASSIVE_Perfection_RankLossOneByOne_Description;ST_PassiveEffects/PASSIVE_Perfection_RushOnS_Description;ST_PassiveEffects/PASSIVE_Perfection_OnTurnStart_Description
gesam;verso;physical;agility;vitality;en;ST_Items/ITEM_Gesam_Name;;Cruler (Merchant), Merchants, Fusoka, Merchants;ST_PassiveEffects/PASSIVE_SkillsLightToPhysical_Description;ST_PassiveEffects/PASSIVE_SkillsPhysicalDMG+_Description;ST_PassiveEffects/PASSIVE_PhysicalAPCost-_Description
glaceso;verso;ice;luck;vitality;en;ST_Items/ITEM_Glaceso_Name;;Pèlerin, Regular Enemies;ST_PassiveEffects/PASSIVE_Perfection_Perfection+1OnCrit_Description;ST_PassiveEffects/PASSIVE_HealOnCrit_Description;ST_PassiveEffects/PASSIVE_AlwaysCritOnCounterDamage_Description
lanceram;verso;physical;vitality;agility;en;ST_Items/ITEM_Lanceram_Name;;Bruler, Merchants;ST_PassiveEffects/PASSIVE_Perfection_MinC_Description;ST_PassiveEffects/PASSIVE_Perfection_Attackx2_Description;ST_PassiveEffects/PASSIVE_Perfection_Parryx2_Description
liteso;verso;physical;defense;agility;en;ST_Items/ITEM_Reacheso_2_Name;;Lumière Citizen, Regular Enemies;ST_PassiveEffects/PASSIVE_AttackConsumeShieldForExtraDMG_Description;ST_PassiveEffects/PASSIVE_CounterShield_Description;ST_PassiveEffects/PASSIVE_Perfection_Attackx2_Description
noahram;verso;physical;vitality;vitality;en;ST_Items/ITEM_Noahram_Name;;;;;
nosaram;verso;physical;agility;luck;en;ST_Items/ITEM_Nosaram_Name;;;ST_PassiveEffects/PASSIVE_Perfection_DoubleOnFreeAimShots_Description;ST_PassiveEffects/PASSIVE_FreeAimBreaksMoreShields_Description;ST_PassiveEffects/PASSIVE_AugmentedAim_Description
sakaram;verso;physical;luck;agility;en;ST_Items/ITEM_Sakaram_Name;;;ST_PassiveEffects/PASSIVE_Perfection_NoPerfectionLossButNoDamageIncrease_Description;ST_PassiveEffects/PASSIVE_AugmentedAttack_Description;ST_PassiveEffects/PASSIVE_Perfection_Attackx2_Description
seeram;verso;light;agility;vitality;en;ST_Items/ITEM_Seeram_Name;;Bruler, Merchants;ST_PassiveEffects/PASSIVE_Perfection_Perfection+butDMG+_Description;ST_PassiveEffects/PASSIVE_Perfection_Attackx2_Description;ST_PassiveEffects/PASSIVE_SkillsLightDMG+_Description
simoso;verso;light;vitality;agility;en;ST_Items/ITEM_Simoso_Name;;;ST_PassiveEffects/PASSIVE_DoubleHit_Description;ST_PassiveEffects/PASSIVE_LightDamageBurn_Description;ST_PassiveEffects/PASSIVE_Perfection_SurvivorRankA_Description
sireso;verso;physical;vitality;agility;en;ST_Items/ITEM_Sireso_1_Name;;Chromatic Greatsword Cultist, Optional Bosses;ST_PassiveEffects/PASSIVE_Perfection_PerfectionBonusDamageShare_Description;ST_PassiveEffects/PASSIVE_Perfection_Perfection+1OnPowerful_Description;ST_PassiveEffects/PASSIVE_SupportSkillsCostReduced_Description
tireso;verso;earth;defense;vitality;en;ST_Items/ITEM_Reacheso_1_Name;;Eragol, Merchants;ST_PassiveEffects/PASSIVE_Perfection_RankUpOnMark_Description;ST_PassiveEffects/PASSIVE_MarkOnBaseAttack_Description;ST_PassiveEffects/PASSIVE_PowerlessOnMarking_Description
verleso;verso;physical;vitality;vitality;en;ST_Items/ITEM_Verleso_Name;;;;;
